epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,2843.9,0.01079,0.74267,1.0854,0.82894,0.77733,0.84604,0.75233,0.00794,0.67123,1.02345,0.00824259,0.00824259,0.00824259
91,2877.93,0.0108,0.75871,1.08458,0.82988,0.78555,0.84714,0.75263,0.00798,0.66868,1.02418,0.00822284,0.00822284,0.00822284
92,2907.64,0.01067,0.74107,1.0819,0.82242,0.78769,0.84645,0.75246,0.00797,0.66809,1.02501,0.0082031,0.0082031,0.0082031
93,2937.41,0.01068,0.73972,1.0823,0.80695,0.79955,0.84866,0.75428,0.00791,0.66619,1.02044,0.00818335,0.00818335,0.00818335
94,2967.39,0.01063,0.73381,1.07916,0.82849,0.78903,0.84766,0.75401,0.00788,0.66422,1.02003,0.0081636,0.0081636,0.0081636
95,2997.33,0.01068,0.73106,1.07992,0.82263,0.79136,0.84757,0.75533,0.00788,0.66558,1.01975,0.00814386,0.00814386,0.00814386
96,3037.39,0.01068,0.73035,1.07917,0.81434,0.79544,0.84653,0.75514,0.00786,0.66463,1.01889,0.00812411,0.00812411,0.00812411
97,3067.94,0.01057,0.72695,1.07449,0.8267,0.78137,0.84644,0.75323,0.00788,0.66362,1.02127,0.00810436,0.00810436,0.00810436
98,3098.03,0.01062,0.71863,1.08029,0.8246,0.78469,0.84706,0.75463,0.00788,0.65968,1.02083,0.00808462,0.00808462,0.00808462
99,3127.89,0.01063,0.71921,1.07968,0.8203,0.7907,0.84682,0.75269,0.00787,0.65798,1.01977,0.00806487,0.00806487,0.00806487
100,3157.76,0.01058,0.71127,1.07735,0.83308,0.77993,0.84733,0.75407,0.00787,0.6581,1.02022,0.00804513,0.00804513,0.00804513
101,3194.68,0.0105,0.70673,1.07416,0.83055,0.78111,0.84677,0.75446,0.00786,0.6598,1.02044,0.00802538,0.00802538,0.00802538
102,3228.93,0.01066,0.7262,1.08299,0.83704,0.77811,0.84647,0.75564,0.00786,0.66286,1.01985,0.00800563,0.00800563,0.00800563
